Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
39063,22,Notification of a Proposed Revenue Bond Issuance by the District of Columbia Housing Finance Agency,Chairman Mendelson,HFA22-0019,,,2017-10-20,2017-10-20,Retained by the Council,,Approved,2017-12-22,New,Housing Finance Agency,Housing Finance Agency,http://lims.dccouncil.us/Download/39063/HFA22-0019-Introduction.pdf
39061,22,"Pink Belts, LLC Disapproval Resolution of 2017","Councilmembers Gray, Cheh, Silverman, T. White, Grosso, R. White, and Chairman Mendelson",PR22-0566,,,2017-10-20,2017-10-20,Retained by the Council,,,,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/39061/PR22-0566-Introduction.pdf
