Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
42708,23,"District of Columbia Public Schools: Internal Controls Need Improvement to Assure Compliance with Grading, Attendance, and Community Service Requirements",Chairman Phil Mendelson,IG23-0026,,,2019-06-04,2019-06-04,,,,,New,Report,Inspector General,http://lims.dccouncil.us/Download/42708/IG23-0026-Introduction.pdf
42698,23,District Department of Transportation: Report on the Examination of the District of Columbia's Highway Trust Fund Forecast Statements for Fiscal Years 2019-2023 with Actual Audited Figures for Fiscal Year 2018,Chairman Phil Mendelson,IG23-0025,,,2019-06-04,2019-06-04,,,,,New,Report,Inspector General,http://lims.dccouncil.us/Download/42698/IG23-0025-Introduction.pdf
