Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43103,23,"Proposed agreement with the Washington Nationals Stadium, LLC ",Chairman Mendelson,CA23-0255,,,2019-09-03,2019-09-03,Retained by the Council,,Approved,2019-09-14,New,Contract,Contract,http://lims.dccouncil.us/Download/43103/CA23-0255-Introduction.pdf
43102,23,Fiscal Year 2020 Audit and Inspection Plan,Chairman Phil Mendelson,IG23-0028,,,2019-08-30,2019-09-03,,,,,Under Council Review,Report,Inspector General,http://lims.dccouncil.us/Download/43102/IG23-0028-Introduction.pdf
